,INSTNM,CITY,ADM_RATE,SAT_AVG,UGDS,UG,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,FAMINC
3818,Universal College of Beauty Inc-Los Angeles 2,Los Angeles,,,21.0,,,20542.0,,,,,
3819,IBMC College,Fort Collins,,,384.0,,26041.0,,14960.0,14960.0,,,
3820,Avalon Institute-Aurora,Aurora,,,188.0,,,20615.0,,,,,
3821,Academy of Cosmetology,Merritt Island,,,113.0,,,20623.0,,,,,
3822,Fortis College-Smyrna,Smyrna,,,450.0,,25924.0,,15516.0,15516.0,,,
3823,Ross College-Davenport,Davenport,,,28.0,,,25597.0,,,,,
3824,Pivot Point Academy,Bloomingdale,,,119.0,,,15897.0,,,,,
3825,Blalock's Professional Beauty College,Shreveport,,,26.0,,,24115.0,,,,,
3826,Diesel Driving Academy-Baton Rouge,Baton Rouge,,,279.0,,,17920.0,,,,,
3827,New England Hair Academy,Malden,,,113.0,,,28141.0,,,,,
3828,Rob Roy Academy-Worcester,Worcester,,,59.0,,,28366.0,,,,,
3829,Upper Cape Cod Regional Technical School,Bourne,0.8571,,63.0,,,24490.0,,,,,
3830,All-State Career-Baltimore,Baltimore,,,475.0,,,23431.0,,,,,
3831,Adler Graduate School,Minnetonka,,,,,,,,,,,
3832,Academy of Hair Design-Jackson,Jackson,,,60.0,,,22755.0,,,,,
3833,KC's School of Hair Design,Pontotoc,,,58.0,,,12810.0,,,,,
3834,Lincoln Technical Institute-Moorestown,Moorestown,,,675.0,,,42079.0,,,,,
3835,MCVSD,Freehold,,,47.0,,,24430.0,,,,,
3836,National Tractor Trailer School Inc-Buffalo,Buffalo,,,138.0,,,18019.0,,,,,
3837,Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,,,196.0,,14400.0,,11500.0,11500.0,,,
3838,Knox County Career Center,Mount Vernon,,,115.0,,,,,,,,
3839,Madison Adult Career Center,Mansfield,,,95.0,,,17995.0,,,,,
3840,Remington College-Cleveland Campus,Cleveland,,,186.0,,29683.0,,16155.0,16155.0,,,
3841,Toledo Academy of Beauty Culture-East,OREGON,,,38.0,,,11250.0,,,,,
3842,Brown & Clermont Adult Career Campuses,Bethel,,,42.0,,,,,,,,
3843,Chisholm Trail Technology Center,Omega,,,31.0,,,,,,,,
3844,Gordon Cooper Technology Center,Shawnee,,,270.0,,,10819.0,,,,,
3845,Kiamichi Technology Center-McAlester,McAlester,,,568.0,,,11592.0,,,,,
3846,YTI Career Institute-Altoona,Altoona,,,121.0,,,23361.0,,,,,
3847,Eastern Center for Arts and Technology,Willow Grove,0.619,,127.0,,,27887.0,,,,,
3848,Empire Beauty School-Center City Philadelphia,Philadelphia,,,186.0,,,22770.0,,,,,
3849,CEM College-Humacao,Humacao,,,185.0,,17004.0,,12300.0,12300.0,,,
3850,Colegio Mayor de Tecnologia Inc,Arroyo,,,60.0,,,10899.0,,,,,
3851,Institucion Chaviano de Mayaguez,Mayaguez,,,111.0,,,10656.0,,,,,
3852,Liceo de Arte-Dise-O y Comercio,Caguas,,,196.0,,,,11401.0,11401.0,,,
3853,Universal Technology College of Puerto Rico,Aguadilla,,,185.0,,,10644.0,,,,,
3854,Academy of Hair Technology,Greenville,,,72.0,,,16656.0,,,,,
3855,Mr Wayne's School of Unisex Hair Design,Cookeville,,,21.0,,,19355.0,,,,,
3856,Queen City College,Clarksville,,,128.0,,,10922.0,,,,,
3857,College of the Marshall Islands,Majuro,,,1384.0,,13934.0,,7458.0,8098.0,,,
3858,Remington College-Fort Worth Campus,Fort Worth,,,181.0,,29995.0,,19258.0,19258.0,,,
3859,UCAS University of Cosmetology Arts & Sciences,San Antonio,,,28.0,,,,,,,,
3860,School of Automotive Machinists & Technology,Houston,0.7705,,125.0,,,30723.0,,,,,
3861,Nuvani Institute,San Antonio,,,17.0,,,24600.0,,,,,
3862,Nuvani Institute,Eagle Pass,,,71.0,,,24022.0,,,,,
3863,Texas College of Cosmetology-Abilene,Abilene,,,75.0,,,21619.0,,,,,
3864,Centura College-Newport News,Newport News,,,209.0,,31461.0,,16637.0,16637.0,,,
3865,Centura College-Norfolk,Norfolk,,,221.0,,33116.0,,16637.0,16637.0,,,
3866,Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,,,29.0,,,8149.0,,,,,
3867,Northwest College of Art & Design,Tacoma,0.6794,,119.0,,28076.0,,18100.0,18100.0,,,
3868,University of Washington-Bothell Campus,Bothell,0.8808,1322.0,5166.0,,23503.0,,12224.0,40722.0,,,
3869,University of Washington-Tacoma Campus,Tacoma,0.8835,,4054.0,,22627.0,,12458.0,40956.0,,,
3870,Huntington School of Beauty Culture,Huntington,,,108.0,,,13189.0,,,,,
3871,Valley College-Beckley,Beckley,,,152.0,,,32107.0,,,,,
3872,Valley College-Martinsburg,Martinsburg,,,615.0,,,31161.0,,,,,
3873,Bellus Academy-Poway,Poway,,,436.0,,,34292.0,,,,,
3874,Capstone College,Pasadena,,,151.0,,,23141.0,,,,,
3875,Central Coast College,Salinas,,,380.0,,,28463.0,,,,,
3876,Pacific College of Health and Science,San Diego,,,275.0,,29323.0,,10138.0,10138.0,,,
3877,Artistic Nails and Beauty Academy-Tampa,Tampa,,,243.0,,,16376.0,,,,,
3878,National Aviation Academy of Tampa Bay,Clearwater,,,608.0,,,33214.0,,,,,
3879,Madison Oneida BOCES-Practical Nursing Program,Verona,0.7778,,72.0,,,27261.0,,,,,
3880,College of Health Care Professions,Houston,,,365.0,,,31685.0,,,,,
3881,Center for Advanced Legal Studies,Houston,,,218.0,,,16859.0,,,,,
3882,Houston Training School-Main Campus,Houston,,,268.0,,,11503.0,,,,,
3883,Bay Mills Community College,Brimley,,,477.0,,13678.0,,3320.0,3320.0,,,
3884,Fond du Lac Tribal and Community College,Cloquet,,,481.0,,16465.0,,5999.0,5999.0,,,
3885,Northwest Indian College,Bellingham,,,632.0,,10086.0,,3969.0,3969.0,,,
3886,Provo College,Provo,,,711.0,,36448.0,,17112.0,17112.0,,,
3887,CET-Coachella,Coachella,,,78.0,,,22110.0,,,,,
3888,CET-Oxnard,Oxnard,,,81.0,,,19666.0,,,,,
3889,CET-Santa Maria,Santa Maria,,,109.0,,,21608.0,,,,,
3890,Colorado School of Traditional Chinese Medicine,Denver,,,,,,,,,,,
3891,Michigan College of Beauty-Troy,Troy,,,279.0,,,21953.0,,,,,
3892,Ogle School Hair Skin Nails-Dallas,Dallas,,,390.0,,,23597.0,,,,,
3893,Phoenix Seminary,Scottsdale,,,,,,,,,,,
3894,Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,,,19.0,,,11225.0,,,,,
3895,Cheeks Beauty Academy,Loveland,,,38.0,,,15400.0,,,,,
3896,Colorado School of Healing Arts,Lakewood,,,55.0,,48075.0,,11600.0,11600.0,,,
3897,Mt. Diablo Adult Education-Mt. Diablo USD,Concord,,,142.0,,,22615.0,,,,,
3898,Greater Lowell Technical School,Tyngsboro,1.0,,80.0,,,26600.0,,,,,
3899,Academy of Hair Design-Pearl,Pearl,,,42.0,,,22935.0,,,,,
3900,Genesis Career College-Lebanon,Lebanon,,,155.0,,,17879.0,,,,,
3901,Southwest College for the Deaf,Big Spring,,,54.0,,14324.0,,2720.0,14000.0,,,
3902,Fortis College-Richmond,Richmond,,,353.0,,31130.0,,14332.0,14332.0,,,
3903,Midwest College of Oriental Medicine-Racine,Racine,,,4.0,,,,,,,,
3904,Hacienda La Puente Adult Education,La Puente,0.9407,,337.0,,,8858.0,,,,,
3905,La Belle Beauty Academy,Miami,,,174.0,,,25562.0,,,,,
3906,Hawaii Community College,Hilo,,,1456.0,,15523.0,,3204.0,8340.0,,,
3907,Robert Fiance Beauty Schools-North Plainfield,North Plainfield,,,178.0,,,16699.0,,,,,
3908,Long Island Beauty School-Hauppauge,Hauppauge,,,185.0,,,27826.0,,,,,
3909,Buckeye Joint Vocational School,New Philadelphia,,,65.0,,,13360.0,,,,,
3910,Sandusky Career Center,Sandusky,,,76.0,,,,,,,,
3911,Greater Altoona Career & Technology Center,Altoona,,,127.0,,,18158.0,,,,,
3912,Central Texas Beauty College-Temple,Temple,,,134.0,,,12265.0,,,,,
3913,Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,0.5242,,43.0,,,21384.0,,,,,
3914,Empire Beauty School-Brooklyn,Brooklyn,,,148.0,,,22111.0,,,,,
3915,Eastern New Mexico University Ruidoso Branch Community College,Ruidoso,,,362.0,,10319.0,,1372.0,2644.0,,,
3916,UEI College-Ontario,Ontario,,,978.0,,,32411.0,,,,,
3917,UEI College-Reseda,Reseda,,,711.0,,,30163.0,,,,,
3918,Beacon College,Leesburg,0.5192,,469.0,,64462.0,,47110.0,47110.0,,,
3919,Acupuncture and Integrative Medicine College-Berkeley,Berkeley,,,,,,,,,,,
3920,Estrella Mountain Community College,Avondale,,,6088.0,,16116.0,,2070.0,7854.0,,,
3921,Heartland Community College,Normal,,,3013.0,,15378.0,,5220.0,14880.0,,,
3922,University of the Potomac-Washington DC Campus,Washington,,,228.0,,20087.0,,6660.0,6660.0,,,
3923,Rabbi Jacob Joseph School,Edison,0.7333,,94.0,,19800.0,,12700.0,12700.0,,,
3924,The Salon Professional Academy-Melbourne,Melbourne,,,115.0,,,22463.0,,,,,
3925,Albert Einstein College of Medicine,Bronx,,,,,,,,,,,
3926,Fortis Institute-Scranton,Scranton,,,210.0,,39756.0,,15880.0,15880.0,,,
3927,Everglades University,Boca Raton,0.7035,,2246.0,,38573.0,,20000.0,20000.0,,,
3928,Seminar L'moros Bais Yaakov,Brooklyn,0.8595,,426.0,,21448.0,,11100.0,11100.0,,,
3929,Herzing University-Orlando,Winter Park,0.9429,,735.0,,27304.0,,12750.0,12750.0,,,
3930,Cortiva Institute,Pompano Beach,,,113.0,,,31939.0,,,,,
3931,College of Biblical Studies-Houston,Houston,,,205.0,,16729.0,,7475.0,9275.0,,,
3932,Mid-EastCTC-Adult Education,Zanesville,,,326.0,,,,,,,,
3933,Polaris Career Center,Middleburg Heights,,,237.0,,,14368.0,,,,,
3934,P&A Scholars Beauty School,Detroit,,,117.0,,,20363.0,,,,,
3935,Sharp's Academy of Hairstyling,Grand Blanc,,,22.0,,,,,,,,
3936,The College of Health Care Professions-Northwest,Houston,,,3201.0,,,36625.0,,,,,
3937,School of Professional Horticulture New York Botanical Garden,Bronx,,,10.0,,,,8000.0,8000.0,,,
3938,Fortis College,Houston,,,258.0,,,34707.0,,,,,
3939,UEI College-Gardena,Gardena,,,1288.0,,,32815.0,,,,,
3940,Asian-American International Beauty College,Westminster,,,463.0,,,,,,,,
3941,Copper Mountain Community College,Joshua Tree,,,1059.0,,15796.0,,1114.0,9082.0,,,
3942,Diversified Vocational College,Los Angeles,,,276.0,,,27095.0,,,,,
3943,UEI College-Fresno,Fresno,,,1150.0,,,33856.0,,,,,
3944,Santiago Canyon College,Orange,,,10419.0,,11104.0,,1156.0,8764.0,,,
3945,Southern California Institute of Technology,Anaheim,,,540.0,,34978.0,,19190.0,19190.0,,,
3946,Soka University of America,Aliso Viejo,0.5663,1350.0,445.0,,51096.0,,35544.0,35544.0,,,
3947,Summit College,San Bernardino,,,1017.0,,,32982.0,,,,,
3948,Advance Beauty College,Garden Grove,,,516.0,,,14731.0,,,,,
3949,Los Angeles Pacific College,Los Angeles,,,57.0,,,,7130.0,7130.0,,,
3950,World Mission University,Los Angeles,,,192.0,,22025.0,,6680.0,6680.0,,,
3951,Yo San University of Traditional Chinese Medicine,Los Angeles,,,,,,,,,,,
3952,John Amico School of Hair Design,Oak Forest,,,223.0,,,18128.0,,,,,
3953,Delta College Inc,Covington,,,210.0,,,20151.0,,,,,
3954,Tri-State Cosmetology Institute,El Paso,,,146.0,,,20788.0,,,,,
3955,Frontier Community College,Fairfield,,,287.0,,12226.0,,4354.0,12082.0,,,
3956,Lincoln Trail College,Robinson,,,409.0,,12704.0,,4354.0,12082.0,,,
3957,Wabash Valley College,Mount Carmel,,,496.0,,11603.0,,4354.0,12082.0,,,
3958,Brookline College-Tempe,Tempe,,,269.0,,,29377.0,,,,,
3959,Inter American University of Puerto Rico-School of Optometry,Bayamon,,,,,,,,,,,
3960,Schiller International University,Tampa,,,23.0,,25320.0,,13880.0,13880.0,,,
3961,Coconino Community College,Flagstaff,,,2396.0,,16650.0,,2712.0,9492.0,,,
3962,Emma's Beauty Academy-Juana Diaz,Juana Diaz,,,313.0,,,8609.0,,,,,
3963,Brillare Beauty Institute,Cleveland,,,255.0,,,24950.0,,,,,
3964,Pima Medical Institute-Denver,Denver,,,802.0,,,25016.0,,,,,
3965,Ohio State School of Cosmetology-Heath,Heath,,,87.0,,,18251.0,,,,,
3966,Yeshivas Novominsk,Brooklyn,0.78,,149.0,,19000.0,,11800.0,11800.0,,,
3967,Southern Careers Institute-Corpus Christi,Corpus Christi,,,470.0,,,28423.0,,,,,
3968,Rabbinical College of Ohr Shimon Yisroel,Brooklyn,,,237.0,,21860.0,,22600.0,22600.0,,,
3969,Carroll Community College,Westminster,,,1976.0,,8278.0,,4128.0,8928.0,,,
3970,Galen College of Nursing-Tampa Bay,Saint Petersburg,,,1962.0,,,31751.0,,,,,
3971,Galen College of Nursing-San Antonio,San Antonio,,,3163.0,,,,,,,,
3972,Sarasota School of Massage Therapy,Sarasota,,,86.0,,,26348.0,,,,,
3973,Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,,,140.0,,,22271.0,,,,,
3974,Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,Norwich,,,11.0,,,24794.0,,,,,
3975,Central Susquehanna Intermediate Unit LPN Career,Milton,0.7949,,70.0,,,19743.0,,,,,
3976,Myotherapy Massage College,Millcreek City,,,35.0,,,27148.0,,,,,
3977,City College-Gainesville,Gainesville,0.2222,,45.0,,24674.0,,18240.0,18240.0,,,
3978,G Skin & Beauty Institute,Oakbrook,,,468.0,,,27891.0,,,,,
3979,Cosmetology Training Center,Lafayette,,,103.0,,,17813.0,,,,,
3980,Stage One-The Hair School,Lake Charles,,,70.0,,,16050.0,,,,,
3981,Empire Beauty School-Malden,Malden,,,91.0,,,22729.0,,,,,
3982,Xenon International Academy-Omaha,Omaha,,,181.0,,,18689.0,,,,,
3983,Orlo School of Hair Design and Cosmetology,Albany,,,59.0,,,21870.0,,,,,
3984,Eastland-Fairfield Career and Technical Schools,Groveport,,,72.0,,,16510.0,,,,,
3985,Empire Beauty School-Cincinnati,Cincinnati,,,145.0,,,22774.0,,,,,
3986,Mahoning County Career and Technical Center,Canfield,,,73.0,,,13609.0,,,,,
3987,Pickaway Ross Joint Vocational School District,Chillicothe,,,127.0,,,,,,,,
3988,Pioneer Career and Technology Center,Shelby,,,33.0,,,,,,,,
3989,Raphael's School of Beauty Culture Inc-Boardman,Boardman,,,138.0,,,17025.0,,,,,
3990,Scioto County Career Technical Center,Lucasville,,,69.0,,,20224.0,,,,,
3991,Trumbull Career & Technical Center,Warren,,,45.0,,,25691.0,,,,,
3992,Pacific Bible College,Medford,,,45.0,,,,5148.0,5148.0,,,
3993,Lake Erie College of Osteopathic Medicine,Erie,,,10.0,,,,,,,,
3994,UCAS University of Cosmetology Arts & Sciences-Harlingen,Harlingen,,,60.0,,,21292.0,,,,,
3995,Highlights Beauty Schools,Federal Way,,,210.0,,,19806.0,,,,,
3996,Empire Beauty School-Green Bay,Ashwaubenon,,,64.0,,,18398.0,,,,,
3997,Warren County Career Center,Lebanon,,,189.0,,,21939.0,,,,,
3998,Paul Mitchell the School-Wichita,Wichita,,,182.0,,,23236.0,,,,,
3999,Pinnacle Institute of Cosmetology,Mooresville,,,43.0,,,20285.0,,,,,
4000,Southern Careers Institute-Pharr,Pharr,,,645.0,,,28830.0,,,,,
4001,Laurel Technical Institute,MEADVILLE,0.6,,21.0,,14558.0,,11470.0,11470.0,,,
4002,Florida National University-Main Campus,Hialeah,,,2465.0,,29826.0,,14888.0,14888.0,,,
4003,Georgia Institute of Cosmetology,Athens,,,298.0,,,17943.0,,,,,
4004,Nouvelle Institute,Miami,,,53.0,,,15014.0,,,,,
4005,Franklin Technology Center Adult Education,Joplin,,,61.0,,,27035.0,,,,,
4006,Professional Technical Institution,Bayamon,,,175.0,,,10034.0,,,,,
4007,Erikson Institute,Chicago,,,,,,,,,,,
4008,South Texas College,McAllen,,,17846.0,,7764.0,,4230.0,7500.0,,,
4009,Pike County Joint Vocational School District,Piketon,,,17.0,,,,,,,,
4010,Lorain County Joint Vocational School District,Oberlin,,,88.0,,,,,,,,
4011,Roger Williams University School of Law,Bristol,,,,,,,,,,,
4012,California State University-Monterey Bay,Seaside,0.9239,,6129.0,,20441.0,,7323.0,19203.0,,,
4013,Ohio Media School-Valley View,Valley View,,,87.0,,,35082.0,,,,,
4014,EINE Inc,Tewksbury,,,39.0,,,38294.0,,,,,
4015,Marian Health Careers Center-Los Angeles Campus,Los Angeles,,,150.0,,,27927.0,,,,,
4016,Cleveland Clinic Health System-School of Diagnostic Imaging,Euclid,,,37.0,,,,,,,,
4017,Academy for Nursing and Health Occupations,West Palm Beach,,,506.0,,,32316.0,,,,,
4018,Shawsheen Valley School of Practical Nursing,Billerica,,,37.0,,,24244.0,,,,,
4019,Shear Ego International School of Hair Design,Rochester,,,150.0,,,33825.0,,,,,
4020,Remington College-Memphis Campus,Memphis,,,344.0,,29992.0,,19964.0,19964.0,,,
4021,Fayette Institute of Technology,Oak Hill,,,37.0,,,7658.0,,,,,
4022,Capella University,Minneapolis,,,13275.0,,21572.0,,14328.0,14328.0,,,
4023,College of Menominee Nation,Keshena,,,221.0,,15343.0,,6200.0,6200.0,,,
4024,Leech Lake Tribal College,Cass Lake,,,172.0,,18164.0,,4148.0,4148.0,,,
4025,Spartan College of Aeronautics & Technology,Inglewood,,,336.0,,,36752.0,,,,,
4026,Yukon Beauty College Inc,Yukon,,,21.0,,,14010.0,,,,,
4027,United Education Institute-Morrow,Morrow,,,1276.0,,,38901.0,,,,,
4028,Mitchells Academy,Raleigh,,,30.0,,,14040.0,,,,,
4029,Artistic Academy of Hair Design,Morris Plains,,,102.0,,,21120.0,,,,,
4030,Motoring Technical Training Institute,Seekonk,,,292.0,,,21926.0,,,,,
4031,Mech-Tech College,Caguas,,,2220.0,,16730.0,,10674.0,10674.0,,,
4032,Baldwin Beauty School-North Austin,Austin,,,105.0,,,19281.0,,,,,
4033,Jean Madeline Aveda Institute,Philadelphia,,,251.0,,,19742.0,,,,,
4034,Pacific College of Health and Science,New York,,,203.0,,38646.0,,10583.0,10583.0,,,
4035,Tricoci University of Beauty Culture-Indianapolis,Indianapolis,,,333.0,,,,,,,,
4036,Trine University-Regional/Non-Traditional Campuses,Angola,0.2444,,266.0,,22052.0,,9576.0,9576.0,,,
4037,Pennsylvania Highlands Community College,Johnstown,,,835.0,,12608.0,,6780.0,12690.0,,,
4038,Nevada Career Institute,Las Vegas,,,300.0,,,39828.0,,,,,
4039,Phillips Theological Seminary,Tulsa,,,,,,,,,,,
4040,Empire Beauty School-Hanover,Hanover,,,49.0,,,19820.0,,,,,
4041,Industrial Management Training Institute,Waterbury,,,20.0,,,41091.0,,,,,
4042,Allen School-Jamaica,Jamaica,,,86.0,,,33799.0,,,,,
4043,Premiere Career College,Irwindale,,,126.0,,,29255.0,,,,,
4044,The University of Texas MD Anderson Cancer Center,Houston,,,337.0,,,,,,,,
4045,Paul Mitchell the School-Huntsville,Madison,,,110.0,,,20990.0,,,,,
4046,Estes Institute of Cosmetology Arts and Science,Visalia,,,57.0,,,22570.0,,,,,
4047,Baldwin Park Adult & Community Education,Baldwin Park,,,405.0,,,10135.0,,,,,
4048,Ventura Adult and Continuing Education,Ventura,,,87.0,,,14199.0,,,,,
4049,CT Aerotech,Hartford,,,51.0,,,10836.0,,,,,
4050,Stratford School for Aviation Maintenance Technicians,Stratford,,,27.0,,,5523.0,,,,,
4051,City College-Altamonte Springs,Altamonte Springs,0.1917,,152.0,,36935.0,,18615.0,18615.0,,,
4052,Career Center of Southern Illinois,Red Bud,,,67.0,,,24019.0,,,,,
4053,Crave Beauty Academy,Wichita,,,224.0,,,21307.0,,,,,
4054,Hastings Beauty School,Hastings,,,13.0,,,21024.0,,,,,
4055,Kirksville Area Technical Center,Kirksville,0.7895,,20.0,,,14237.0,,,,,
4056,South Central Career Center,West Plains,,,47.0,,,25116.0,,,,,
4057,Saline County Career Center,Marshall,0.4,,23.0,,,27061.0,,,,,
4058,Warrensburg Area Career Center,Warrensburg,1.0,,19.0,,,18973.0,,,,,
4059,Cass Career Center,Harrisonville,1.0,,15.0,,,22897.0,,,,,
4060,Applied Technology Services,Sunset Hills,0.5,,193.0,,,26131.0,,,,,
4061,Central College of Cosmetology,Saint Robert,,,45.0,,,10988.0,,,,,
4062,Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,0.2581,,134.0,,24084.0,,11691.0,11691.0,,,
4063,Messenger College,Bedford,0.5,,19.0,,23025.0,,11040.0,11040.0,,,
4064,Union County Vocational Technical School,Scotch Plains,,,108.0,,,8340.0,,,,,
4065,Prism Career Institute-Philadelphia,Philadelphia,,,393.0,,,32779.0,,,,,
4066,Clinton Essex Warren Washington BOCES,Plattsburgh,0.2736,,39.0,,,18932.0,,,,,
4067,Jefferson Lewis BOCES-Practical Nursing Program,Watertown,,,20.0,,31811.0,,18561.0,18561.0,,,
4068,Veeb Nassau County School of Practical Nursing,Hicksville,,,201.0,,42294.0,,19730.0,19730.0,,,
4069,Cattaraugus Allegany BOCES-Practical Nursing Program,Olean,,,29.0,,,,,,,,
4070,Orange Ulster BOCES-Practical Nursing Program,Newburgh,1.0,,46.0,,,20330.0,,,,,
4071,Wayne Finger Lakes BOCES-Practical Nursing Program,Newark,,,83.0,,,22367.0,,,,,
4072,Broome Delaware Tioga BOCES-Practical Nursing Program,Binghamton,1.0,,67.0,,,22959.0,,,,,
4073,Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,Hudson Falls,1.0,,42.0,,,21031.0,,,,,
4074,Albany BOCES-Adult Practical Nursing Program,Albany,,,170.0,,,26343.0,,,,,
4075,Eastern Suffolk BOCES,Brentwood,1.0,,257.0,,,24606.0,,,,,
4076,Rockland County BOCES-Practical Nursing Program,West Nyack,,,50.0,,,35333.0,,,,,
4077,New York College of Health Professions,Syosset,,,124.0,,44456.0,,14235.0,14235.0,,,
4078,Charles Stuart School of Diamond Setting,Brooklyn,,,54.0,,,43900.0,,,,,
4079,Penta County Joint Vocational School,Perrysburg,,,45.0,,,15746.0,,,,,
4080,Career and Technology Education Centers of Licking County,Newark,,,176.0,,,,,,,,
4081,Northern Career Institute,Eastlake,,,115.0,,21013.0,,15200.0,15200.0,,,
4082,Washington County Career Center-Adult Technical Training,Marietta,,,211.0,,,,,,,,
4083,Ohio Media School-Cincinnati,Norwood,,,86.0,,,34284.0,,,,,
4084,Vantage Career Center,Van Wert,,,115.0,,,,,,,,
4085,Indian Capital Technology Center-Muskogee,Muskogee,,,1541.0,,,13690.0,,,,,
4086,Western Technology Center,Burns Flat,,,163.0,,,,,,,,
4087,Mid-America Technology Center,Wayne,,,149.0,,,,,,,,
4088,Eastern Oklahoma County Technology Center,Choctaw,,,106.0,,,11844.0,,,,,
4089,Wes Watkins Technology Center,Wetumka,,,148.0,,,3714.0,,,,,
4090,York County School of Technology-Adult & Continuing Education,York,,,195.0,,,16868.0,,,,,
4091,Chester County Intermediate Unit,Downingtown,1.0,,89.0,,,25641.0,,,,,
4092,Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Reynoldsville,0.5333,,26.0,,,19047.0,,,,,
4093,Greater Johnstown Career and Technology Center,Johnstown,,,56.0,,,17315.0,,,,,
4094,Mifflin County Academy of Science and Technology,Lewistown,0.6333,,38.0,,,28104.0,,,,,
4095,Lenape Technical School Practical Nursing Program,Ford City,,,86.0,,,22394.0,,,,,
4096,Venango County Area Vocational Technical School,Oil City,0.5536,,43.0,,,22591.0,,,,,
